clip,inicio,fin,tipo,elara_id,estado,bloque,narracion,prompt
154,25:36,25:49,Imagen,,FALTA,B44 Declive,"la caída, la energía política que la había mantenido en el centro del mundo dejó de fluir hacia ella. Empezó a fluir hacia las nuevas capitales persas. La ciudad seguía habitada, seguía teniendo","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Babilonia todavía habitada pero con la energía apagándose, calles menos concurridas, luz fría. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
155,25:49,26:02,Video,,FALTA,B44 Declive,"su templo, sus mercados, sus astrónomos… pero había empezado a vaciarse por dentro. Y entonces la historia le tendió una última trampa, envuelta en la forma de una gran promesa. Dos siglos","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. time-lapse suave de la Vía Procesional pasando de bulliciosa a cada vez más vacía, la vida escurriéndose. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
156,26:02,26:15,Imagen,,FALTA,B45 Alejandro,"después, un joven conquistador macedonio llamado Alejandro Magno derrotó al Imperio Persa y entró en Babilonia. Y quedó fascinado por ella. Tanto, que decidió convertirla en la capital de su nuevo imperio","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Alejandro Magno joven con armadura helenística contemplando maravillado el gran zigurat de Babilonia. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
157,26:15,26:27,Video,,FALTA,B45 Alejandro,"universal. Ordenó reconstruir el gran zigurat, que ya estaba en ruinas, e imaginó devolverle a la ciudad su antiguo esplendor. Por un instante, pareció que Babilonia iba a renacer. Pero el destino","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Alejandro Magno recorriendo a caballo la Vía Procesional de Babilonia recibido por la ciudad, atmósfera de renacimiento prometido. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
158,26:27,26:41,Imagen,,FALTA,B45 Alejandro,"tenía otro plan, y de una crueldad casi poética. En el año trescientos veintitrés antes de Cristo, Alejandro Magno murió en Babilonia, en el palacio de Nabucodonosor, con apenas treinta y dos años,","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. obreros comenzando a retirar escombros del zigurat en ruinas por orden de Alejandro, andamios, esperanza de reconstrucción. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
159,26:41,26:53,Imagen,,FALTA,B46 Muerte,justo cuando iba a devolverle a la ciudad su corona. Con él murió la última posibilidad real de que Babilonia volviera a ser el centro del mundo. Sus generales se repartieron el,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. aposento del palacio de Nabucodonosor en penumbra, un lecho con doseles, lámparas tenues, atmósfera solemne. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
160,26:53,27:06,Video,,FALTA,B46 Muerte,"imperio entre guerras, y uno de ellos, Seleuco, tomó una decisión que fue el golpe más mortal que ningún ejército le había dado jamás a la ciudad. Seleuco no destruyó Babilonia. Hizo","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. plano lento y respetuoso del salón palaciego en silencio tras la muerte de Alejandro, una corona sobre un cojín, cortinas meciéndose, luto. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
161,27:06,27:19,Imagen,,FALTA,B46 Muerte,"algo peor. Fundó una nueva capital a unos noventa kilómetros al norte, sobre el río Tigris, y la llamó Seleucia. Una ciudad nueva, moderna para su tiempo, diseñada para reemplazar a Babilonia.","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. una lámpara de aceite apagándose lentamente, símbolo sobrio del fin de una promesa, sin cuerpo, sin gore. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
162,27:19,27:32,Imagen,,FALTA,B47 Seleucia,"Y poco a poco, con incentivos y con la fuerza de gravedad del poder, fue vaciando la vieja ciudad. Los artesanos, los comerciantes, los escribas, todo el que podía moverse, se marchó a","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. nueva ciudad helenística de Seleucia levantándose junto al río Tigris, arquitectura de columnas griegas, grúas de obra antiguas. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
163,27:32,27:45,Video,,FALTA,B47 Seleucia,"la nueva capital. Y los que se quedaron en Babilonia fueron cada vez menos, cada vez más viejos, cada vez más resignados. Con los siglos, la ciudad se fue apagando. Sus habitantes","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. travelling que contrasta la nueva Seleucia en construcción y bulliciosa con la vieja Babilonia quedándose atrás en la distancia. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
164,27:45,27:58,Imagen,,FALTA,B47 Seleucia,"empezaron a desmontar los palacios y los templos, ladrillo a ladrillo, para construir sus propias casas. Los ladrillos con el nombre de Nabucodonosor terminaron en los muros de aldeas anónimas. Los relieves","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. familias babilónicas con sus enseres partiendo de Babilonia hacia la nueva capital, éxodo silencioso. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
165,27:58,28:11,Imagen,,FALTA,B48 Ruina,de azulejo de la Vía Procesional se desmoronaron bajo el sol y la lluvia. Y el gran zigurat con el que Alejandro había soñado se convirtió en un montículo de escombros que,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. aldeanos retirando ladrillos antiguos de un muro de Babilonia para usarlos en sus casas, la ciudad desmontándose pieza a pieza. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
166,28:11,28:23,Video,,FALTA,B48 Ruina,"el viento fue cubriendo de polvo hasta que pareció una colina más del desierto. Y en algún momento, entre el primer siglo antes de Cristo y el primero de nuestra era, ocurrió","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. time-lapse del gran zigurat desmoronándose lentamente y cubriéndose de polvo y arena hasta parecer una colina natural del desierto. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
167,28:23,28:37,Imagen,,FALTA,B48 Ruina,"lo más silencioso y lo más definitivo de todo. Murió el último sacerdote que sabía leer la escritura cuneiforme sin haber enseñado ese conocimiento a nadie. Y con él se rompió, para siempre,","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. los relieves de azulejo de la Vía Procesional agrietados y desprendidos, colores azules apagándose bajo el sol. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
168,28:37,28:49,Imagen,,FALTA,B49 Escriba,"el hilo que conectaba la Babilonia viva con la Babilonia de Nabucodonosor, de Hammurabi, de los primeros astrónomos que le pusieron nombre a las estrellas. La ciudad todavía tenía casas en pie.","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. un anciano escriba, el último que sabe leer cuneiforme, a solas a la luz de una lámpara con una tablilla entre las manos. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
169,28:49,29:02,Video,,FALTA,B49 Escriba,"Pero ya había muerto en el único sentido que de verdad importa: nadie que caminara por sus calles sabía ya quién la había construido, ni qué había significado para el mundo. Durante","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. primer plano de la mano temblorosa del anciano escriba soltando el punzón sobre una tablilla inacabada, la lámpara parpadeando, melancolía profunda. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
170,29:02,29:15,Imagen,,FALTA,B49 Escriba,"casi dos mil años, Babilonia fue poco más que un nombre en la Biblia y un montón de colinas en el desierto. Hasta que, en el año mil ochocientos noventa y nueve,","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. una tablilla de arcilla con signos cuneiformes cubriéndose poco a poco de polvo, el conocimiento perdiéndose. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
171,29:15,29:28,Imagen,,FALTA,B50 Olvido,"un arqueólogo alemán llamado Robert Koldeway llegó a la llanura iraquí con una convicción que muchos consideraban excesiva: que bajo esos montículos yacía la ciudad más grande del mundo antiguo, y que era","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. solo montículos de tierra y arena en la llanura iraquí, ninguna señal de la ciudad que hubo debajo, siglos de olvido. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
172,29:28,29:41,Imagen,,FALTA,B50 Koldewey,"posible sacarla a la luz. Y lo consiguió. Durante casi veinte años de excavación, Koldeway y su equipo desenterraron los cimientos del palacio, la planta de la ciudad, sus canales, y sobre","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. arqueólogo alemán de fines del siglo XIX con sombrero y libreta observando los montículos del desierto, año 1899. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
173,29:41,29:54,Video,,FALTA,B50 Koldewey,"todo la Vía Procesional y los restos de la Puerta de Ishtar, con sus relieves de animales en azulejo azul. Muchos de esos fragmentos fueron trasladados a Berlín, donde hoy puedes ver","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. equipo de excavación de época con picos y cestos retirando tierra bajo el sol, revelando los primeros ladrillos antiguos, expectación. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
174,29:54,30:07,Video,,FALTA,B51 Excavacion,"la Puerta de Ishtar reconstruida en el Museo de Pérgamo, con ese azul lapislázuli que sigue dejando sin palabras a quien lo mira. Encontraron también decenas de miles de tablillas de arcilla","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. travelling sobre la excavación que va descubriendo la Vía Procesional y los relieves azules de la Puerta de Ishtar bajo la tierra. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
175,30:07,30:19,Imagen,,FALTA,B51 Museo,"que, una vez descifradas, abrieron una ventana directa a la vida cotidiana, la economía y la ciencia de aquella civilización. Pero la historia del sitio en el siglo veinte tiene un capítulo","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. la Puerta de Ishtar reconstruida en un gran museo moderno, azul lapislázuli deslumbrante, visitantes diminutos ante ella. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
176,30:19,30:33,Imagen,,FALTA,B51 Tablillas,"doloroso. Saddam Hussein, que gobernó Irak durante décadas, se identificó públicamente con Nabucodonosor. Y en su nombre, mandó construir sobre las ruinas originales una reconstrucción de los palacios, colocando ladrillos modernos directamente sobre","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. decenas de miles de tablillas cuneiformes ordenadas en estantes de excavación, ventana a la vida antigua. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
177,30:33,30:45,Imagen,,FALTA,B52 Reconstruccion,"los restos antiguos, y destruyendo así, sin remedio, capas de información histórica que ya nunca podremos estudiar. En un eco casi burlón del pasado, esos ladrillos nuevos también llevan grabado un nombre:","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. reconstrucción moderna de los muros del palacio de Babilonia con ladrillos nuevos colocados sobre los cimientos antiguos, contraste evidente. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
178,30:45,30:58,Imagen,,FALTA,B52 Reconstruccion,"el suyo. Más tarde, tras la invasión de Irak en el año dos mil tres, un ejército extranjero instaló una base militar dentro del propio recinto arqueológico, y el paso de vehículos","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. un ladrillo moderno con una inscripción reciente junto a un ladrillo antiguo con cuneiforme, eco del pasado. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
179,30:58,31:11,Video,,FALTA,B52 Danos,"pesados y las excavaciones causaron nuevos daños a un lugar que ya había sufrido demasiado. Hoy, por fin, Babilonia es Patrimonio de la Humanidad de la UNESCO, un reconocimiento que recibió en","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. plano sobrio del sitio arqueológico con huellas de daños recientes, tierra removida, atmósfera de patrimonio herido, sin elementos militares modernos visibles. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
180,31:11,31:24,Imagen,,FALTA,B53 Unesco,"el año dos mil diecinueve, tras décadas de esfuerzo de arqueólogos iraquíes e internacionales. Hay proyectos para estabilizar lo que queda y protegerlo. Pero los desafíos son enormes: la inestabilidad, la falta de","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el sitio arqueológico de Babilonia hoy, ruinas de ladrillo bajo el sol, cuidado y protegido, dignidad. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
181,31:24,31:37,Video,,FALTA,B53 Unesco,"fondos, la sal que sube del suelo y erosiona los ladrillos. Todo conspira contra la supervivencia de lo poco que queda de la que fue la capital del mundo. Y sin embargo,","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. vista aérea con dron del extenso sitio arqueológico de Babilonia actual, montículos y muros parcialmente reconstruidos, río al fondo. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
182,31:37,31:50,Imagen,,FALTA,B53 Unesco,"quiero terminar con la parte más increíble de toda esta historia. Porque Babilonia, en realidad, nunca murió del todo. Sigue viva. Y está tan cerca de ti que probablemente no la veas.","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. costra de sal blanca subiendo por un muro de ladrillo antiguo, amenaza silenciosa para las ruinas. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
183,31:50,31:55,Elara,E6,FALTA,B54 Legado,Cada vez que miras el reloj y ves que son las ocho y cuarto,"ELARA (subir imagen base `elara-avatar-referencia.jpg` como Ingredient; vestuario Babilonia: blusa crema, chaqueta rosa palo, pañuelo azul lapislázuli, zapatos de tacón de aguja de punta fina color nude). Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Elara a cámara junto a un reloj/esfera: 'cada vez que miras el reloj, usas a Babilonia'. Ver prompt de video rico y su línea hablada en `babilonia-elara-clips-flow.md`. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
184,31:55,32:09,Imagen,,FALTA,B54 Legado,", estás usando un sistema que inventaron los babilonios. Cada vez que divides una hora en sesenta minutos, o un minuto en sesenta segundos, o un círculo en trescientos sesenta grados, estás usando su matemática.","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. esfera de reloj marcando las ocho y cuarto, superpuesta sutilmente a símbolos cuneiformes de números babilónicos. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
185,32:09,32:24,Video,,FALTA,B54 Legado,"No hay ninguna razón natural para que una hora tenga sesenta minutos y no cien. Esa decisión se tomó en Babilonia, hace más de dos mil quinientos años, y ha sobrevivido a la propia ciudad que","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. animación elegante de un círculo dividiéndose en 360 grados y una hora en 60 minutos, con estética de tablilla babilónica. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
186,32:24,32:38,Imagen,,FALTA,B55 Zodiaco,"la creó. Cada vez que alguien lee su horóscopo, está participando en una tradición que aquellos sacerdotes astrónomos desarrollaron sobre las terrazas del gran zigurat. El zodiaco, esas doce constelaciones que el Sol recorre en","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. rueda del zodiaco con sus doce constelaciones dibujada al estilo de una tablilla babilónica, cielo estrellado detrás. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
187,32:38,32:52,Video,,FALTA,B55 Zodiaco,"un año, fue definido, en su forma esencial, por los astrónomos de Babilonia. La idea misma de que una sociedad debe regirse por leyes escritas, iguales para todos y expuestas en público, tampoco nació en","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el Sol recorriendo lentamente las doce constelaciones del zodiaco sobre la silueta del zigurat, transición del día a la noche. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
188,32:52,33:06,Imagen,,FALTA,B56 Hammurabi,"Grecia ni en Roma. El Código de Hammurabi, grabado en una estela de piedra negra hace casi tres mil ochocientos años y hoy conservado en el Museo del Louvre de París, es uno de los","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. la estela de piedra negra del Código de Hammurabi, con el relieve del rey ante el dios y filas de escritura cuneiforme. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
189,33:06,33:20,Video,,FALTA,B56 Hammurabi,"conjuntos de leyes más antiguos y completos que han sobrevivido. Cuando los griegos aún no tenían su alfabeto, Babilonia ya se gobernaba con leyes escritas. Y su eco resuena incluso en la Biblia. La historia de","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. cámara ascendente sobre la estela de Hammurabi revelando de abajo arriba las leyes grabadas y el relieve superior, luz de museo. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
